"Position.X"	"Position.Y"	"Position.Z"	"Time"	"TrackID"
220.970993041992	0.5	0.5	1	1e+09
218.541000366211	0.5	0.5	2	1e+09
218.057006835937	0.5	0.5	3	1e+09
218.548004150391	0.5	0.5	4	1e+09
218.291000366211	0.5	0.5	5	1e+09
217.419998168945	0.5	0.5	6	1e+09
213.703994750977	0.5	0.5	7	1e+09
211.79899597168	0.5	0.5	8	1e+09
205.195007324219	0.5	0.5	9	1e+09
209.82600402832	0.5	0.5	10	1e+09
209.708999633789	0.5	0.5	11	1e+09
207.531005859375	0.5	0.5	12	1e+09
204.419006347656	0.5	0.5	13	1e+09
203.63200378418	0.5	0.5	14	1e+09
202.419998168945	0.5	0.5	15	1e+09
202.046005249023	0.5	0.5	16	1e+09
201.373992919922	0.5	0.5	17	1e+09
200.542999267578	0.5	0.5	18	1e+09
199.483001708984	0.5	0.5	19	1e+09
198.608001708984	0.5	0.5	20	1e+09
199.914993286133	0.5	0.5	21	1e+09
199.141006469727	0.5	0.5	22	1e+09
199.085998535156	0.5	0.5	23	1e+09
197.692001342773	0.5	0.5	24	1e+09
195.537002563477	0.5	0.5	25	1e+09
188.158004760742	0.5	0.5	26	1e+09
181.095001220703	0.5	0.5	27	1e+09
181.246002197266	0.5	0.5	28	1e+09
181.332992553711	2.08022999763489	0.5	29	1e+09
180.490005493164	4.98465013504028	0.5	30	1e+09
181.22900390625	0.5	0.5	32	1e+09
182.496002197266	0.5	0.5	33	1e+09
184.179992675781	0.5	0.5	34	1e+09
4.08078002929688	16.5464992523193	0.5	1	1000000001
5.30417013168335	16.8404006958008	0.5	2	1000000001
4.36875009536743	17.1935997009277	0.5	3	1000000001
2.75512003898621	16.6275005340576	0.5	4	1000000001
3.43232989311218	16.5259990692139	0.5	5	1000000001
3.41685009002686	16.9969005584717	0.5	6	1000000001
1.80815994739532	16.8703002929688	0.5	7	1000000001
0.5	17.2915992736816	0.5	8	1000000001
0.5	17.040599822998	0.5	9	1000000001
2.87125992774963	17.510799407959	0.5	10	1000000001
1.61942005157471	16.531400680542	0.5	11	1000000001
0.5	17.2710990905762	0.5	12	1000000001
0.5	15.9053001403809	0.5	13	1000000001
0.5	15.6131000518799	0.5	14	1000000001
0.5	15.4612998962402	0.5	15	1000000001
0.5	15.992600440979	0.5	16	1000000001
0.5	17.5298004150391	0.5	17	1000000001
0.5	16.2268009185791	0.5	18	1000000001
0.5	15.3149995803833	0.5	19	1000000001
0.5	14.4555997848511	0.5	20	1000000001
0.5	14.3410997390747	0.5	21	1000000001
0.5	15.760199546814	0.5	22	1000000001
0.5	15.8467998504639	0.5	23	1000000001
0.5	14.3985004425049	0.5	24	1000000001
0.5	14.8385000228882	0.5	25	1000000001
0.5	14.2021999359131	0.5	26	1000000001
0.5	14.7239999771118	0.5	27	1000000001
0.5	14.421799659729	0.5	28	1000000001
0.5	15.2618999481201	0.5	29	1000000001
0.5	14.8339004516602	0.5	30	1000000001
0.5	14.5149002075195	0.5	31	1000000001
0.5	14.8210000991821	0.5	33	1000000001
0.5	14.7706003189087	0.5	34	1000000001
0.5	13.7307996749878	0.5	35	1000000001
0.5	15.2840995788574	0.5	36	1000000001
0.5	13.4330997467041	0.5	37	1000000001
0.5	13.6625995635986	0.5	40	1000000001
0.5	14.3037004470825	0.5	41	1000000001
0.5	14.9787998199463	0.5	42	1000000001
323.006011962891	25.9424991607666	0.5	1	1000000002
319.872985839844	25.2250003814697	0.5	2	1000000002
318.638000488281	25.611400604248	0.5	3	1000000002
320.079010009766	29.3120994567871	0.5	4	1000000002
322.805999755859	28.649299621582	0.5	5	1000000002
319.480987548828	26.2814998626709	0.5	6	1000000002
315.779998779297	32.8782997131348	0.5	7	1000000002
314.786987304687	33.7022018432617	0.5	8	1000000002
321.575012207031	26.5856990814209	0.5	9	1000000002
322.295013427734	28.7926006317139	0.5	10	1000000002
321.036987304687	28.9297008514404	0.5	11	1000000002
318.528015136719	26.9468994140625	0.5	12	1000000002
313.981994628906	29.1711006164551	0.5	13	1000000002
311.485992431641	29.4815998077393	0.5	14	1000000002
313.946990966797	27.0671997070312	0.5	15	1000000002
317.272003173828	27.9489994049072	0.5	16	1000000002
314.971008300781	27.5062999725342	0.5	17	1000000002
313.117004394531	27.1217002868652	0.5	18	1000000002
309.744995117188	28.733699798584	0.5	19	1000000002
311.809997558594	27.5797996520996	0.5	20	1000000002
313.299987792969	28.0697994232178	0.5	21	1000000002
311.759002685547	27.1424007415771	0.5	22	1000000002
313.743988037109	31.2884998321533	0.5	23	1000000002
312.153015136719	30.1909008026123	0.5	24	1000000002
311.619995117187	30.1795997619629	0.5	25	1000000002
312.709014892578	31.0233001708984	0.5	26	1000000002
312.885986328125	30.0256996154785	0.5	27	1000000002
311.536987304687	28.5273990631104	0.5	28	1000000002
311.921997070313	28.8024997711182	0.5	29	1000000002
311.653015136719	29.9192008972168	0.5	30	1000000002
312.411987304687	30.3516006469727	0.5	31	1000000002
311.25	31.1198997497559	0.5	32	1000000002
310.779998779297	30.2453994750977	0.5	33	1000000002
312.446990966797	30.9006996154785	0.5	34	1000000002
316.984985351562	28.6280002593994	0.5	35	1000000002
321.127014160156	33.0616989135742	0.5	36	1000000002
314.247985839844	32.3119010925293	0.5	37	1000000002
310.846984863281	29.863000869751	0.5	38	1000000002
309.114990234375	30.0589008331299	0.5	39	1000000002
308.869995117188	30.6830997467041	0.5	40	1000000002
310.786010742187	28.2268009185791	0.5	41	1000000002
311.614990234375	30.2110996246338	0.5	42	1000000002
312.286010742188	27.9983997344971	0.5	43	1000000002
311.515014648438	28.4920997619629	0.5	44	1000000002
310.822998046875	30.1399993896484	0.5	45	1000000002
311.480010986328	30.0655002593994	0.5	46	1000000002
